Death_sex,Death_age_Under_1,Death_age_1,Death_age_2,Death_age_3,Death_age_4,Death_age_5,Death_age_6,Death_age_7,Death_age_8,Death_age_9,Death_age_10,Death_age_11,Death_age_12,Death_age_13,Death_age_14,Death_age_15,Death_age_16,Death_age_17,Death_age_18,Death_age_19,Death_age_20,Death_age_21,Death_age_22,Death_age_23,Death_age_24,Death_age_25,Death_age_26,Death_age_27,Death_age_28,Death_age_29,Death_age_30,Death_age_31,Death_age_32,Death_age_33,Death_age_34,Death_age_35,Death_age_36,Death_age_37,Death_age_38,Death_age_39,Death_age_40,Death_age_41,Death_age_42,Death_age_43,Death_age_44,Death_age_45,Death_age_46,Death_age_47,Death_age_48,Death_age_49,Death_age_50,Death_age_51,Death_age_52,Death_age_53,Death_age_54,Death_age_55,Death_age_56,Death_age_57,Death_age_58,Death_age_59,Death_age_60,Death_age_61,Death_age_62,Death_age_63,Death_age_64,Death_age_65,Death_age_66,Death_age_67,Death_age_68,Death_age_69,Death_age_70,Death_age_71,Death_age_72,Death_age_73,Death_age_74,Death_age_75,Death_age_76,Death_age_77,Death_age_78,Death_age_79,Death_age_80,Death_age_81,Death_age_82,Death_age_83,Death_age_84,Death_age_85,Death_age_86,Death_age_87,Death_age_88,Death_age_89,Death_age_90_and_above,Death_age_Total,Township,MIMU_code
 Total,14,4,-,-,1,-,1,-,-,-,1,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,2,1,1,-,1,2,-,-,1,-,1,-,3,1,-,-,-,3,-,-,5,2,4,2,3,-,1,1,4,-,3,2,3,2,1,3,3,1,4,1,2,1,4,-,3,2,1,2,1,2,1,-,2,1,2,-,2,2,-,-,1,114,Minephyat,MMR016010
 Male,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,2,-,-,3,-,1,-,-,-,1,1,1,-,1,-,-,1,2,1,1,-,-,-,2,1,3,2,3,-,2,1,1,-,-,-,2,2,-,2,-,2,-,3,1,1,1,-,1,1,1,2,-,1,2,2,-,2,-,-,1,-,1,1,1,-,1,-,1,6,73,Mineyaung,MMR016011
 Female,3,2,1,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,2,-,-,1,-,-,1,-,1,-,1,1,1,1,1,-,1,2,1,2,-,-,-,2,-,1,1,-,1,-,2,-,1,1,-,-,-,3,4,-,2,-,1,-,1,-,-,-,-,48,Mineyaung,MMR016011
 Total,4,3,1,1,-,-,-,-,-,-,1,-,1,-,-,1,1,-,-,-,-,1,2,-,-,3,-,2,-,-,-,1,1,2,-,1,1,-,1,2,1,1,2,-,-,3,1,3,3,3,1,2,2,2,1,1,1,2,3,2,3,2,2,-,3,3,1,2,1,1,2,1,4,-,2,3,2,-,2,3,4,1,2,1,2,1,1,1,-,1,6,121,Mineyaung,MMR016011
 Male,8,7,1,2,-,-,-,-,-,-,2,-,1,-,2,-,-,-,1,-,1,-,1,2,-,1,1,1,1,1,-,-,1,1,-,3,-,2,2,-,1,-,1,-,1,3,1,3,1,2,3,1,1,3,-,-,-,-,2,1,4,1,2,1,2,-,1,3,-,1,1,-,2,4,1,1,-,1,-,-,1,-,-,1,-,2,-,1,1,-,-,97,Mineyu(ST),MMR016011
 Female,7,6,2,4,1,-,1,1,2,-,1,-,-,-,1,1,1,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,1,2,1,1,-,-,1,-,-,-,1,-,1,-,-,-,-,1,1,-,-,-,1,-,-,1,-,-,2,2,1,2,-,-,1,-,-,-,-,2,1,-,2,-,2,1,2,-,-,-,-,2,-,1,-,1,1,66,Mineyu(ST),MMR016011
 Total,15,13,3,6,1,-,1,1,2,-,3,-,1,-,3,1,1,-,1,-,1,-,1,2,-,2,1,2,2,1,-,-,1,1,1,5,1,3,2,-,2,-,1,-,2,3,2,3,1,2,3,2,2,3,-,-,1,-,2,2,4,1,4,3,3,2,1,3,1,1,1,-,2,6,2,1,2,1,2,1,3,-,-,1,-,4,-,2,1,1,1,163,Mineyu(ST),MMR016011
 Male,51,4,2,3,1,1,2,-,2,1,1,-,-,1,1,-,5,2,1,2,3,1,3,2,2,-,3,2,7,3,6,2,3,5,6,4,5,5,8,2,6,3,8,7,7,5,8,8,5,6,12,4,16,6,3,15,8,11,8,3,11,11,10,7,8,11,7,8,2,1,6,3,6,6,5,14,7,6,5,4,7,9,7,8,11,1,4,4,5,1,12,508,Kangyidaunt,MMR017002
 Female,27,3,3,1,4,1,-,1,1,1,2,-,-,1,2,1,-,2,3,1,1,2,6,2,2,4,2,3,1,2,1,4,2,1,3,3,-,1,4,1,5,2,2,1,-,4,2,4,5,6,3,3,4,4,5,6,8,2,2,5,10,7,8,9,10,7,6,11,2,1,4,4,7,7,7,10,9,4,9,5,9,6,10,4,5,4,9,5,4,4,13,382,Kangyidaunt,MMR017002
 Total,78,7,5,4,5,2,2,1,3,2,3,-,-,2,3,1,5,4,4,3,4,3,9,4,4,4,5,5,8,5,7,6,5,6,9,7,5,6,12,3,11,5,10,8,7,9,10,12,10,12,15,7,20,10,8,21,16,13,10,8,21,18,18,16,18,18,13,19,4,2,10,7,13,13,12,24,16,10,14,9,16,15,17,12,16,5,13,9,9,5,25,890,Kangyidaunt,MMR017002
 Male,33,4,1,1,1,2,1,1,1,-,1,-,3,-,3,3,2,1,2,-,2,-,-,3,1,3,1,2,6,3,-,3,4,7,3,2,3,4,9,4,6,5,6,2,2,9,6,4,9,9,5,10,7,7,6,7,6,7,11,3,16,6,11,9,11,9,9,4,2,4,10,7,3,4,8,14,9,12,11,7,17,6,6,7,5,8,3,2,4,1,14,486,Kyaungon,MMR017007
 Female,24,5,3,3,-,-,1,1,1,1,1,1,1,2,-,-,-,-,1,2,2,1,-,-,1,2,3,1,3,2,1,1,2,3,2,2,2,-,1,5,2,1,2,1,2,1,2,6,6,5,2,3,3,5,5,6,5,5,9,4,6,1,6,16,7,6,2,5,6,4,11,5,4,9,9,17,4,8,4,9,7,2,9,7,5,5,15,3,-,3,11,362,Kyaungon,MMR017007
 Total,57,9,4,4,1,2,2,2,2,1,2,1,4,2,3,3,2,1,3,2,4,1,-,3,2,5,4,3,9,5,1,4,6,10,5,4,5,4,10,9,8,6,8,3,4,10,8,10,15,14,7,13,10,12,11,13,11,12,20,7,22,7,17,25,18,15,11,9,8,8,21,12,7,13,17,31,13,20,15,16,24,8,15,14,10,13,18,5,4,4,25,848,Kyaungon,MMR017007
 Male,54,8,2,5,2,-,1,2,3,-,-,-,-,-,-,2,-,1,1,2,3,-,3,5,2,6,-,4,3,2,9,7,9,5,8,14,10,5,11,12,6,10,7,8,5,12,16,7,12,11,12,11,8,17,11,13,16,12,11,10,14,16,12,13,10,12,8,11,11,3,12,7,13,18,14,17,18,13,13,9,25,9,10,13,11,16,8,3,4,4,27,790,Kyonpyaw,MMR017005
 Female,35,9,2,5,-,2,1,4,2,-,-,2,1,-,-,1,2,-,3,-,2,-,3,1,2,2,1,3,3,5,3,8,3,-,5,5,2,6,1,4,4,4,5,1,6,11,5,5,6,5,5,4,3,8,5,9,9,4,11,9,11,6,5,8,11,15,9,5,14,8,11,10,14,16,13,26,14,7,19,8,19,14,10,18,13,20,18,6,5,6,31,637,Kyonpyaw,MMR017005
 Total,89,17,4,10,2,2,2,6,5,-,-,2,1,-,-,3,2,1,4,2,5,-,6,6,4,8,1,7,6,7,12,15,12,5,13,19,12,11,12,16,10,14,12,9,11,23,21,12,18,16,17,15,11,25,16,22,25,16,22,19,25,22,17,21,21,27,17,16,25,11,23,17,27,34,27,43,32,20,32,17,44,23,20,31,24,36,26,9,9,10,58,1427,Kyonpyaw,MMR017005
 Male,56,7,3,5,1,-,1,1,-,4,2,1,-,3,-,3,2,1,4,1,1,1,1,1,1,2,1,3,6,3,2,1,4,6,2,4,3,7,2,4,6,2,-,2,1,1,2,4,4,11,6,6,7,4,2,10,8,4,11,7,2,9,8,15,4,11,5,1,6,2,7,5,3,9,9,11,8,2,8,7,9,3,6,3,3,5,5,3,4,2,11,434,Ngaputaw,MMR017004
 Female,25,7,1,6,2,-,1,1,2,-,1,1,1,1,4,2,1,2,3,-,1,2,1,2,-,1,-,2,1,-,-,2,-,-,-,5,2,2,3,1,4,2,2,8,5,1,2,1,7,6,2,6,8,2,4,2,7,4,7,3,6,5,2,5,5,7,5,4,4,7,6,2,8,6,5,10,8,7,13,2,5,3,5,10,4,10,4,5,3,-,6,341,Ngaputaw,MMR017004
 Total,81,14,4,11,3,-,2,2,2,4,3,2,1,4,4,5,3,3,7,1,2,3,2,3,1,3,1,5,7,3,2,3,4,6,2,9,5,9,5,5,10,4,2,10,6,2,4,5,11,17,8,12,15,6,6,12,15,8,18,10,8,14,10,20,9,18,10,5,10,9,13,7,11,15,14,21,16,9,21,9,14,6,11,13,7,15,9,8,7,2,17,775,Ngaputaw,MMR017004
 Male,43,10,5,2,3,2,2,5,1,2,1,1,6,2,4,4,3,4,3,-,-,4,3,5,7,6,4,6,5,9,6,5,18,5,11,17,12,8,7,9,9,12,23,12,17,16,14,7,22,9,10,20,23,12,13,18,22,23,16,22,14,7,24,11,11,10,14,15,14,6,18,7,10,19,10,25,12,11,18,6,8,7,9,17,9,8,6,6,4,2,19,927,Pathein,MMR017001
 Female,28,8,7,2,2,4,1,2,1,1,1,1,-,2,1,-,3,1,1,2,6,1,2,2,3,5,2,3,3,7,7,2,6,1,-,3,2,7,4,3,5,4,8,9,3,4,6,11,7,5,7,4,7,10,7,9,8,12,10,7,16,13,5,10,7,8,8,7,12,8,13,9,9,12,17,24,16,10,20,7,19,9,17,9,11,14,13,11,9,3,32,658,Pathein,MMR017001
 Total,71,18,12,4,5,6,3,7,2,3,2,2,6,4,5,4,6,5,4,2,6,5,5,7,10,11,6,9,8,16,13,7,24,6,11,20,14,15,11,12,14,16,31,21,20,20,20,18,29,14,17,24,30,22,20,27,30,35,26,29,30,20,29,21,18,18,22,22,26,14,31,16,19,31,27,49,28,21,38,13,27,16,26,26,20,22,19,17,13,5,51,1585,Pathein,MMR017001
 Male,22,2,1,-,-,1,-,-,1,-,1,1,1,-,1,1,-,1,-,1,1,-,-,1,2,4,1,3,1,3,1,-,1,5,3,4,3,2,2,2,2,-,3,1,5,2,4,2,4,5,4,6,5,7,2,5,3,2,7,5,13,10,4,5,6,2,3,6,3,2,4,4,8,2,-,10,6,4,7,4,6,3,10,6,5,3,8,3,3,1,8,306,Yekyi,MMR017006
 Female,20,2,-,-,2,1,-,-,-,1,-,-,-,1,-,3,-,1,-,2,-,-,-,1,1,1,-,1,4,-,1,2,-,1,3,1,1,2,2,2,1,2,1,-,2,-,2,4,3,1,5,1,3,2,1,5,2,3,2,6,3,6,5,5,8,5,-,4,5,3,3,4,2,2,8,9,3,5,11,8,12,4,2,7,7,4,4,4,4,1,7,257,Yekyi,MMR017006
 Total,42,4,1,-,2,2,-,-,1,1,1,1,1,1,1,4,-,2,-,3,1,-,-,2,3,5,1,4,5,3,2,2,1,6,6,5,4,4,4,4,3,2,4,1,7,2,6,6,7,6,9,7,8,9,3,10,5,5,9,11,16,16,9,10,14,7,3,10,8,5,7,8,10,4,8,19,9,9,18,12,18,7,12,13,12,7,12,7,7,2,15,563,Yekyi,MMR017006
 Male,58,11,3,2,4,2,-,3,1,3,2,1,1,1,-,1,-,3,1,2,3,1,2,2,2,1,1,2,5,2,1,4,6,6,1,7,2,-,-,6,3,-,5,4,7,4,4,6,3,4,8,5,4,5,4,7,7,8,13,6,11,9,12,9,12,7,5,7,6,1,6,3,4,9,15,12,17,6,9,4,8,10,5,4,6,6,4,4,2,2,10,485,Thapaung,MMR017003
 Female,37,6,1,1,1,-,-,-,1,2,-,-,2,3,-,1,3,1,-,3,1,3,1,-,-,-,2,2,1,-,-,1,2,3,2,3,3,2,3,1,2,1,6,4,4,3,2,6,2,2,2,5,4,9,4,3,6,6,9,6,8,5,8,7,4,12,5,3,10,-,8,3,8,4,9,9,5,5,9,3,11,5,8,7,4,6,6,1,3,2,15,371,Thapaung,MMR017003
 Total,95,17,4,3,5,2,-,3,2,5,2,1,3,4,-,2,3,4,1,5,4,4,3,2,2,1,3,4,6,2,1,5,8,9,3,10,5,2,3,7,5,1,11,8,11,7,6,12,5,6,10,10,8,14,8,10,13,14,22,12,19,14,20,16,16,19,10,10,16,1,14,6,12,13,24,21,22,11,18,7,19,15,13,11,10,12,10,5,5,4,25,856,Thapaung,MMR017003
 Male,17,2,-,1,-,1,1,1,1,1,-,2,-,-,1,2,-,-,-,2,-,-,-,-,-,1,-,1,1,-,-,-,1,2,-,1,-,-,-,1,2,1,-,-,-,1,3,-,1,2,1,1,-,2,2,2,2,1,1,1,1,2,1,3,1,5,2,1,2,1,7,3,6,4,3,6,5,3,3,2,3,3,4,2,2,2,2,1,2,1,5,151,Ngayokaung(ST),MMR017004
 Female,8,2,2,2,-,-,1,-,1,1,-,-,1,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,1,1,-,1,1,-,1,1,-,-,-,1,-,-,-,-,3,1,1,1,2,1,2,2,1,-,1,2,2,1,2,1,-,2,1,3,-,6,5,1,-,4,4,3,2,3,6,-,5,1,1,1,1,7,109,Ngayokaung(ST),MMR017004
 Total,25,4,2,3,-,1,2,1,2,2,-,2,1,1,2,2,-,-,1,2,-,-,-,-,-,1,-,1,1,1,-,-,1,2,1,1,-,1,1,1,3,2,-,1,1,1,3,-,2,2,1,1,-,5,3,3,3,3,2,3,3,3,1,4,3,7,3,3,3,1,9,4,9,4,9,11,6,3,7,6,6,5,7,8,2,7,3,2,3,2,12,260,Ngayokaung(ST),MMR017004
 Male,23,2,-,-,-,-,1,-,1,1,1,-,1,1,1,-,-,-,1,2,1,-,1,3,1,3,2,-,-,1,3,6,5,2,3,4,2,3,4,3,3,1,8,4,5,8,2,3,5,11,9,2,4,4,7,3,6,9,8,6,7,3,10,7,11,7,2,7,6,8,6,2,5,6,5,13,7,4,6,7,8,6,9,10,8,1,3,2,3,7,6,382,Hainggyikyun(ST),MMR017004
 Female,23,3,1,3,4,2,2,1,-,1,-,1,1,3,-,-,1,1,-,3,-,-,1,-,1,1,3,-,2,2,3,2,2,1,-,2,2,4,3,-,3,1,4,1,2,3,2,1,2,2,3,3,4,7,1,3,5,-,4,3,7,2,11,3,5,7,6,4,6,1,6,3,5,6,11,11,3,4,9,8,11,3,6,8,4,7,5,3,7,4,14,323,Hainggyikyun(ST),MMR017004
 Total,46,5,1,3,4,2,3,1,1,2,1,1,2,4,1,-,1,1,1,5,1,-,2,3,2,4,5,-,2,3,6,8,7,3,3,6,4,7,7,3,6,2,12,5,7,11,4,4,7,13,12,5,8,11,8,6,11,9,12,9,14,5,21,10,16,14,8,11,12,9,12,5,10,12,16,24,10,8,15,15,19,9,15,18,12,8,8,5,10,11,20,705,Hainggyikyun(ST),MMR017004
 Male,5,3,-,2,1,-,-,1,-,1,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,2,1,1,1,1,5,5,1,-,-,1,1,2,1,2,2,1,2,2,3,5,1,1,1,3,-,-,3,4,1,-,3,3,1,-,3,-,-,5,3,-,5,-,1,1,1,1,-,4,1,-,-,-,1,104,Shwethaungyan(ST),MMR017001
 Female,5,1,1,-,-,-,1,-,-,-,-,1,1,-,-,-,-,1,2,-,-,-,-,-,-,-,1,-,-,1,-,1,-,1,1,1,-,-,-,-,-,-,2,2,-,1,-,-,-,-,1,2,-,1,-,1,-,-,2,-,4,1,-,1,-,1,-,1,1,-,2,-,-,1,1,5,2,-,2,1,1,1,1,1,-,-,1,2,-,-,3,64,Shwethaungyan(ST),MMR017001
 Total,10,4,1,2,1,-,1,1,-,1,-,1,2,-,1,-,-,1,2,-,-,1,-,-,-,-,1,-,-,1,-,1,2,1,1,1,-,2,1,1,1,1,7,7,1,1,-,1,1,2,2,4,2,2,2,3,3,5,3,1,5,4,-,1,3,5,1,1,4,3,3,-,3,1,1,10,5,-,7,1,2,2,2,2,-,4,2,2,-,-,4,168,Shwethaungyan(ST),MMR017001
 Male,13,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,3,-,-,-,-,1,-,-,1,5,2,1,1,-,-,1,2,1,-,1,-,1,1,1,-,1,3,1,2,1,2,1,1,1,2,3,1,4,1,-,1,2,2,1,1,1,1,2,3,3,1,-,2,-,1,2,1,-,-,-,1,2,1,1,1,2,-,2,2,1,-,3,1,4,106,Ngwehsaung(ST),MMR017001
 Female,8,-,2,1,2,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,1,1,-,-,-,1,1,-,1,-,-,1,-,1,-,-,1,1,1,-,1,-,1,1,2,-,3,-,-,2,-,1,-,-,1,2,3,-,2,-,-,2,-,3,1,1,-,1,-,1,1,2,3,1,1,1,-,-,1,1,2,2,72,Ngwehsaung(ST),MMR017001
 Total,21,-,2,1,2,1,-,-,-,-,1,1,-,-,-,-,1,3,-,-,-,-,1,-,1,1,5,4,2,2,1,-,1,2,2,1,1,1,1,1,2,-,2,3,1,3,2,3,1,2,1,3,4,3,4,4,-,1,4,2,2,1,1,2,4,6,3,3,-,2,2,1,5,2,1,-,1,1,3,2,3,4,3,1,3,2,1,1,4,3,6,178,Ngwehsaung(ST),MMR017001
 Male,15,2,-,1,1,-,1,-,1,-,2,-,-,1,-,1,3,-,-,1,1,-,-,2,-,2,-,1,-,-,-,1,3,4,2,-,2,1,3,2,3,2,4,1,2,5,3,-,4,1,6,3,4,5,3,5,2,2,5,5,9,4,9,7,3,4,1,2,6,-,8,3,-,3,7,9,10,1,10,3,10,4,4,5,1,7,1,3,5,-,10,267,Ngathaingchaung(ST),MMR017006
 Female,12,2,1,2,1,1,-,-,2,-,-,-,-,1,1,2,2,1,4,-,-,1,1,-,1,-,-,-,-,-,2,-,1,1,1,1,3,-,-,-,1,1,-,3,-,2,2,3,3,3,4,5,7,5,3,5,6,1,8,4,7,-,2,4,3,1,2,2,1,3,2,6,4,1,7,8,3,3,5,1,7,3,7,9,7,7,3,-,5,2,10,235,Ngathaingchaung(ST),MMR017006
 Total,27,4,1,3,2,1,1,-,3,-,2,-,-,2,1,3,5,1,4,1,1,1,1,2,1,2,-,1,-,-,2,1,4,5,3,1,5,1,3,2,4,3,4,4,2,7,5,3,7,4,10,8,11,10,6,10,8,3,13,9,16,4,11,11,6,5,3,4,7,3,10,9,4,4,14,17,13,4,15,4,17,7,11,14,8,14,4,3,10,2,20,502,Ngathaingchaung(ST),MMR017006
 Male,36,4,3,3,-,3,1,-,1,-,2,-,-,4,1,1,-,-,3,1,3,1,2,-,-,3,-,4,5,2,4,2,1,2,1,2,3,-,5,9,5,2,10,4,4,4,2,7,6,8,8,10,9,9,8,2,13,9,12,10,12,10,8,10,22,5,13,8,13,7,7,6,7,9,7,19,6,10,18,4,5,10,6,6,4,8,4,4,4,2,14,522,Kyaiklatt,MMR017025
 Female,35,-,2,-,-,1,1,-,-,2,-,-,1,-,1,1,-,1,1,1,2,1,1,2,1,-,2,2,1,2,2,1,2,3,1,3,1,4,3,4,1,2,2,2,4,4,5,3,9,2,3,1,3,7,3,3,4,2,2,3,7,2,8,4,3,8,4,7,9,5,4,3,7,11,7,3,9,2,7,8,12,9,5,8,8,6,6,3,5,2,25,357,Kyaiklatt,MMR017025
 Total,71,4,5,3,-,4,2,-,1,2,2,-,1,4,2,2,-,1,4,2,5,2,3,2,1,3,2,6,6,4,6,3,3,5,2,5,4,4,8,13,6,4,12,6,8,8,7,10,15,10,11,11,12,16,11,5,17,11,14,13,19,12,16,14,25,13,17,15,22,12,11,9,14,20,14,22,15,12,25,12,17,19,11,14,12,14,10,7,9,4,39,879,Kyaiklatt,MMR017025
 Male,34,5,2,1,-,4,1,1,2,1,-,1,2,2,4,-,-,2,2,-,3,2,1,2,2,1,1,5,2,6,1,3,3,5,4,4,5,6,3,7,4,6,11,8,3,6,4,6,7,3,8,6,9,7,10,10,11,11,9,9,10,6,19,18,8,17,16,9,7,5,8,4,5,9,6,7,9,3,14,2,5,4,4,4,8,7,6,6,5,4,12,525,Daydaye,MMR017026
 Female,31,5,2,3,2,1,-,1,2,-,2,1,-,3,-,-,-,1,-,1,3,1,2,2,1,-,-,1,-,-,2,1,1,2,2,5,1,3,4,2,2,3,4,1,3,4,3,3,3,4,3,-,4,3,5,4,5,6,7,4,5,4,10,8,6,8,6,6,5,7,9,7,6,6,7,8,6,10,10,7,15,12,7,7,9,7,6,7,4,4,17,395,Daydaye,MMR017026
 Total,65,10,4,4,2,5,1,2,4,1,2,2,2,5,4,-,-,3,2,1,6,3,3,4,3,1,1,6,2,6,3,4,4,7,6,9,6,9,7,9,6,9,15,9,6,10,7,9,10,7,11,6,13,10,15,14,16,17,16,13,15,10,29,26,14,25,22,15,12,12,17,11,11,15,13,15,15,13,24,9,20,16,11,11,17,14,12,13,9,8,29,920,Daydaye,MMR017026
 Male,26,7,2,3,3,-,1,-,3,3,1,-,-,2,-,-,1,1,5,5,1,4,2,2,3,3,1,-,4,3,-,8,6,3,4,8,2,5,7,7,4,5,7,7,6,9,7,3,10,3,9,4,10,5,9,6,15,6,10,7,17,4,11,13,7,9,9,5,7,7,6,3,3,7,7,10,5,-,15,7,7,6,8,3,6,1,2,3,3,1,10,480,Phyapon,MMR017023
 Female,26,5,-,2,-,-,1,1,-,-,1,-,1,-,-,-,1,1,2,2,-,2,1,2,-,-,1,1,2,4,2,3,3,4,1,5,-,6,3,1,4,1,5,5,5,1,5,4,3,2,2,2,4,4,5,4,5,2,9,4,8,10,10,4,6,10,6,7,6,3,6,6,3,6,8,11,10,5,7,7,10,5,9,5,12,5,4,3,4,4,23,383,Phyapon,MMR017023
 Total,52,12,2,5,3,-,2,1,3,3,2,-,1,2,-,-,2,2,7,7,1,6,3,4,3,3,2,1,6,7,2,11,9,7,5,13,2,11,10,8,8,6,12,12,11,10,12,7,13,5,11,6,14,9,14,10,20,8,19,11,25,14,21,17,13,19,15,12,13,10,12,9,6,13,15,21,15,5,22,14,17,11,17,8,18,6,6,6,7,5,33,863,Phyapon,MMR017023
 Male,134,23,4,4,9,-,4,-,4,2,2,3,2,3,6,1,3,1,7,4,1,1,1,-,5,6,6,5,6,2,5,6,9,3,7,7,12,10,15,2,7,7,7,9,9,12,7,15,10,11,15,17,8,17,12,14,20,16,10,16,17,9,11,12,18,24,12,13,16,7,8,8,15,10,9,21,10,7,17,8,8,12,13,7,16,12,7,9,9,-,22,931,Bogale,MMR017024
 Female,84,10,5,5,3,4,1,1,3,1,-,2,3,1,2,2,2,3,2,1,3,6,5,5,1,4,5,3,3,1,1,3,4,4,4,6,5,5,8,5,9,2,4,6,8,9,11,2,2,9,7,7,8,8,12,8,10,3,7,12,17,8,13,12,14,15,15,9,13,2,13,9,13,13,12,17,12,7,14,6,12,13,17,13,12,15,9,3,6,7,22,723,Bogale,MMR017024
 Total,218,33,9,9,12,4,5,1,7,3,2,5,5,4,8,3,5,4,9,5,4,7,6,5,6,10,11,8,9,3,6,9,13,7,11,13,17,15,23,7,16,9,11,15,17,21,18,17,12,20,22,24,16,25,24,22,30,19,17,28,34,17,24,24,32,39,27,22,29,9,21,17,28,23,21,38,22,14,31,14,20,25,30,20,28,27,16,12,15,7,44,1654,Bogale,MMR017024
 Male,61,14,4,2,3,1,1,3,1,3,-,2,-,-,-,-,-,2,-,3,1,-,2,2,-,2,1,2,-,1,-,2,1,1,-,1,4,2,5,-,5,3,3,2,3,2,5,2,4,5,3,5,12,7,5,9,8,6,1,7,6,1,6,7,4,4,10,5,10,2,4,3,2,11,6,9,4,3,4,2,2,5,2,2,3,2,4,4,-,-,2,353,Ahmar(ST),MMR017023
 Female,57,4,2,1,3,3,2,1,1,1,-,1,1,-,-,-,1,-,2,2,1,-,2,-,-,2,1,1,-,1,1,-,2,3,1,-,3,1,3,2,1,3,3,2,2,3,1,1,1,-,1,5,6,2,3,3,2,-,5,2,2,2,4,5,7,3,6,2,4,-,2,3,6,5,6,9,2,5,2,3,4,4,1,2,-,-,-,2,2,-,9,254,Ahmar(ST),MMR017023
 Total,118,18,6,3,6,4,3,4,2,4,-,3,1,-,-,-,1,2,2,5,2,-,4,2,-,4,2,3,-,2,1,2,3,4,1,1,7,3,8,2,6,6,6,4,5,5,6,3,5,5,4,10,18,9,8,12,10,6,6,9,8,3,10,12,11,7,16,7,14,2,6,6,8,16,12,18,6,8,6,5,6,9,3,4,3,2,4,6,2,-,11,607,Ahmar(ST),MMR017023
 Male,64,11,2,-,3,1,1,-,1,-,1,-,4,2,-,-,1,4,3,-,2,2,-,6,3,9,3,6,10,6,9,7,5,10,7,5,5,5,10,7,8,11,14,13,9,7,13,9,10,9,13,13,14,5,16,12,9,13,9,8,13,4,9,10,16,7,11,12,3,2,9,8,13,14,10,18,7,6,23,10,14,-,11,7,13,7,5,5,4,1,18,720,Nyaungdon,MMR017021
 Female,56,1,-,-,1,2,1,1,-,2,-,-,-,4,-,1,-,2,3,2,1,4,-,1,-,5,2,2,4,1,4,-,1,3,2,4,3,3,5,2,4,5,6,4,2,7,4,3,8,5,2,8,4,7,2,7,3,7,9,4,8,7,6,7,10,9,6,4,9,7,1,6,20,7,7,16,16,5,10,8,10,5,8,13,5,14,5,6,8,4,18,489,Nyaungdon,MMR017021
 Total,120,12,2,-,4,3,2,1,1,2,1,-,4,6,-,1,1,6,6,2,3,6,-,7,3,14,5,8,14,7,13,7,6,13,9,9,8,8,15,9,12,16,20,17,11,14,17,12,18,14,15,21,18,12,18,19,12,20,18,12,21,11,15,17,26,16,17,16,12,9,10,14,33,21,17,34,23,11,33,18,24,5,19,20,18,21,10,11,12,5,36,1209,Nyaungdon,MMR017021
 Male,33,5,2,1,-,1,-,-,-,-,-,1,-,-,-,1,-,-,3,3,2,2,1,2,3,4,3,1,3,2,1,5,5,3,4,9,6,4,5,4,8,5,8,7,9,7,7,10,5,9,3,8,11,9,13,13,12,8,16,13,13,6,8,5,5,7,7,3,7,5,11,5,12,6,14,13,15,4,11,12,4,10,8,9,6,4,7,3,1,3,21,545,Danubyu,MMR017022
 Female,18,3,3,3,-,-,2,-,-,1,-,-,-,-,1,1,-,2,1,-,2,2,2,2,-,4,-,2,2,1,1,-,-,4,3,1,2,3,7,-,1,2,7,1,6,9,5,2,10,6,5,5,7,8,5,4,3,9,7,3,10,3,7,6,7,7,9,9,4,5,6,3,11,4,10,15,13,6,9,8,6,6,11,6,9,8,8,6,6,3,26,425,Danubyu,MMR017022
 Total,51,8,5,4,-,1,2,-,-,1,-,1,-,-,1,2,-,2,4,3,4,4,3,4,3,8,3,3,5,3,2,5,5,7,7,10,8,7,12,4,9,7,15,8,15,16,12,12,15,15,8,13,18,17,18,17,15,17,23,16,23,9,15,11,12,14,16,12,11,10,17,8,23,10,24,28,28,10,20,20,10,16,19,15,15,12,15,9,7,6,47,970,Danubyu,MMR017022
 Male,57,8,3,4,1,2,2,1,1,-,-,-,3,-,1,1,1,2,4,2,2,1,1,3,6,2,1,3,3,5,9,3,4,9,7,6,6,3,5,5,12,5,6,8,6,8,4,11,11,4,10,6,16,11,9,14,10,6,9,13,13,13,12,19,9,19,8,9,9,11,11,2,10,13,4,19,14,7,10,12,7,11,8,11,11,4,10,2,7,2,26,679,Pantanaw,MMR017020
